x,y,z,year,month,day,body
1.870206871906332E+08,-2.606650028756630E+08,-8.224011644388452E+06,1984,3,23,8flora
1.882760271078428E+08,-2.594222631115381E+08,-8.391063347743928E+06,1984,3,24,8flora
1.895257667984869E+08,-2.581717558976474E+08,-8.557865727125943E+06,1984,3,25,8flora
1.907698545704850E+08,-2.569134986834832E+08,-8.724413160948530E+06,1984,3,26,8flora
1.920082386607346E+08,-2.556475092742956E+08,-8.890700007564247E+06,1984,3,27,8flora
1.932408672372164E+08,-2.543738058336238E+08,-9.056720605372563E+06,1984,3,28,8flora
1.944676884011399E+08,-2.530924068858269E+08,-9.222469272932321E+06,1984,3,29,8flora
1.956886501891299E+08,-2.518033313186145E+08,-9.387940309077695E+06,1984,3,30,8flora
1.969037005754527E+08,-2.505065983855730E+08,-9.553127993038803E+06,1984,3,31,8flora
1.981127874742829E+08,-2.492022277086925E+08,-9.718026584565490E+06,1984,4,01,8flora
1.993158587420110E+08,-2.478902392808888E+08,-9.882630324055731E+06,1984,4,02,8flora
2.005128621795970E+08,-2.465706534685233E+08,-1.004693343268828E+07,1984,4,03,8flora
2.017037455349593E+08,-2.452434910139182E+08,-1.021093011255881E+07,1984,4,04,8flora
2.028884565054113E+08,-2.439087730378687E+08,-1.037461454682121E+07,1984,4,05,8flora
2.040669427401387E+08,-2.425665210421491E+08,-1.053798089983211E+07,1984,4,06,8flora
2.052391518427203E+08,-2.412167569120141E+08,-1.070102331730087E+07,1984,4,07,8flora
2.064050313736915E+08,-2.398595029186948E+08,-1.086373592644289E+07,1984,4,08,8flora
2.075645288531531E+08,-2.384947817218870E+08,-1.102611283613817E+07,1984,4,09,8flora
2.087175917634222E+08,-2.371226163722341E+08,-1.118814813709372E+07,1984,4,10,8flora
2.098641675517296E+08,-2.357430303138009E+08,-1.134983590201113E+07,1984,4,11,8flora
2.110042036329602E+08,-2.343560473865403E+08,-1.151117018575804E+07,1984,4,12,8flora
2.121376473924391E+08,-2.329616918287512E+08,-1.167214502554502E+07,1984,4,13,8flora
2.132644461887633E+08,-2.315599882795266E+08,-1.183275444110623E+07,1984,4,14,8flora
2.143845473566781E+08,-2.301509617811921E+08,-1.199299243488568E+07,1984,4,15,8flora
2.154978982100005E+08,-2.287346377817337E+08,-1.215285299222781E+07,1984,4,16,8flora
2.166044460445875E+08,-2.273110421372144E+08,-1.231233008157301E+07,1984,4,17,8flora
2.177041381413519E+08,-2.258802011141790E+08,-1.247141765465802E+07,1984,4,18,8flora
2.187969217693238E+08,-2.244421413920462E+08,-1.263010964672132E+07,1984,4,19,8flora
2.198827441887598E+08,-2.229968900654876E+08,-1.278839997671343E+07,1984,4,20,8flora
2.209615526542990E+08,-2.215444746467927E+08,-1.294628254751238E+07,1984,4,21,8flora
2.220332944181656E+08,-2.200849230682191E+08,-1.310375124614424E+07,1984,4,22,8flora
2.230979167334209E+08,-2.186182636843279E+08,-1.326079994400860E+07,1984,4,23,8flora
2.241553668572614E+08,-2.171445252743022E+08,-1.341742249710953E+07,1984,4,24,8flora
2.252055920543656E+08,-2.156637370442496E+08,-1.357361274629162E+07,1984,4,25,8flora
2.262485396002890E+08,-2.141759286294864E+08,-1.372936451748125E+07,1984,4,26,8flora
2.272841567849077E+08,-2.126811300968041E+08,-1.388467162193348E+07,1984,4,27,8flora
2.283123909159103E+08,-2.111793719467162E+08,-1.403952785648383E+07,1984,4,28,8flora
2.293331893223384E+08,-2.096706851156858E+08,-1.419392700380605E+07,1984,4,29,8flora
2.303464993581766E+08,-2.081551009783313E+08,-1.434786283267495E+07,1984,4,30,8flora
2.313522684059915E+08,-2.066326513496122E+08,-1.450132909823489E+07,1984,5,01,8flora
2.323504438806190E+08,-2.051033684869912E+08,-1.465431954227395E+07,1984,5,02,8flora
2.333409732329025E+08,-2.035672850925738E+08,-1.480682789350344E+07,1984,5,03,8flora
2.343238039534792E+08,-2.020244343152237E+08,-1.495884786784340E+07,1984,5,04,8flora
2.352988835766172E+08,-2.004748497526535E+08,-1.511037316871351E+07,1984,5,05,8flora
2.362661596841008E+08,-1.989185654534893E+08,-1.526139748732978E+07,1984,5,06,8flora
2.372255799091679E+08,-1.973556159193093E+08,-1.541191450300716E+07,1984,5,07,8flora
2.381770919404945E+08,-1.957860361066543E+08,-1.556191788346802E+07,1984,5,08,8flora
