x,y,z,date,body
2.845631561432077E+08,-1.935944339652415E+07,-2.658678558935225E+07,1961-Oct-01,8flora
2.774166358356508E+08,4.176011180905951E+07,-2.819658086908519E+07,1961-Nov-01,8flora
2.593517355964597E+08,9.928067597721307E+07,-2.862314277720404E+07,1961-Dec-01,8flora
2.295781353891913E+08,1.544724552717073E+08,-2.783845606319692E+07,1962-Jan-01,8flora
1.896638020074164E+08,2.028930264527080E+08,-2.582629313490108E+07,1962-Feb-01,8flora
1.463900999288826E+08,2.390750505477672E+08,-2.303224234583008E+07,1962-Mar-01,8flora
9.255830717815726E+07,2.694015069897846E+08,-1.900528226735966E+07,1962-Apr-01,8flora
3.678447361987761E+07,2.882755101699505E+08,-1.436215911768135E+07,1962-May-01,8flora
-2.227207482220882E+07,2.968107501285616E+08,-9.016135031964436E+06,1962-Jun-01,8flora
-7.871999544067223E+07,2.948476207672052E+08,-3.526565447788879E+06,1962-Jul-01,8flora
-1.344645932552674E+08,2.830743780828209E+08,2.263453849918261E+06,1962-Aug-01,8flora
-1.860631198347291E+08,2.625008335562823E+08,7.985658103576601E+06,1962-Sep-01,8flora
-2.309466193564648E+08,2.353991919824250E+08,1.330829766884489E+07,1962-Oct-01,8flora
-2.712889186360180E+08,2.012369598813059E+08,1.845985793748473E+07,1962-Nov-01,8flora
-3.039624855793698E+08,1.634224327566441E+08,2.301243291265453E+07,1962-Dec-01,8flora
-3.308174432858486E+08,1.206385115254993E+08,2.719287706260210E+07,1963-Jan-01,8flora
-3.504971214453855E+08,7.523290087216483E+07,3.078297785290513E+07,1963-Feb-01,8flora
-3.620906693916948E+08,3.286534093289611E+07,3.348320242893956E+07,1963-Mar-01,8flora
-3.681673050981122E+08,-1.462464675152402E+07,3.584587605676679E+07,1963-Apr-01,8flora
-3.674469761417590E+08,-6.032660450484373E+07,3.748918070064583E+07,1963-May-01,8flora
-3.601212976594680E+08,-1.064572616268163E+08,3.851454324366160E+07,1963-Jun-01,8flora
-3.469463550928683E+08,-1.493029949090269E+08,3.885536565684711E+07,1963-Jul-01,8flora
-3.273891705223138E+08,-1.910013497345523E+08,3.854056377866980E+07,1963-Aug-01,8flora
-3.021892625069634E+08,-2.293965972483214E+08,3.756032840482370E+07,1963-Sep-01,8flora
-2.728520596503518E+08,-2.627925530879630E+08,3.599559438525531E+07,1963-Oct-01,8flora
-2.379059880999838E+08,-2.928129101058507E+08,3.376593149716359E+07,1963-Nov-01,8flora
-2.001188732827547E+08,-3.169730496664132E+08,3.104391765153377E+07,1963-Dec-01,8flora
-1.575664701900913E+08,-3.363411061701648E+08,2.768485212661299E+07,1964-Jan-01,8flora
-1.121246891067979E+08,-3.495012727031789E+08,2.381574985104655E+07,1964-Feb-01,8flora
-6.767259196230814E+07,-3.557618156011080E+08,1.978306360701217E+07,1964-Mar-01,8flora
-1.888633063263645E+07,-3.555725254317926E+08,1.509256789227350E+07,1964-Apr-01,8flora
2.869267585883758E+07,-3.482759560482292E+08,1.025158843857412E+07,1964-May-01,8flora
7.719245720179641E+07,-3.331097338873909E+08,5.027266019942522E+06,1964-Jun-01,8flora
1.223677137157871E+08,-3.109017812008413E+08,-1.418229417430013E+05,1964-Jul-01,8flora
1.659394937777204E+08,-2.801755361381732E+08,-5.476226156514972E+06,1964-Aug-01,8flora
2.049215546747150E+08,-2.417679310485154E+08,-1.065788283939539E+07,1964-Sep-01,8flora
2.368317430275189E+08,-1.977678187960176E+08,-1.537020348545936E+07,1964-Oct-01,8flora
2.622749710731231E+08,-1.460873623899627E+08,-1.974947669240977E+07,1964-Nov-01,8flora
2.782122188149732E+08,-9.125612268087222E+07,-2.333417658008182E+07,1964-Dec-01,8flora
2.844397970861585E+08,-3.130264289204589E+07,-2.617857750640585E+07,1965-Jan-01,8flora
2.793371207655214E+08,2.986217567112788E+07,-2.798048560174484E+07,1965-Feb-01,8flora
2.646557473266719E+08,8.408035099675943E+07,-2.860233930484998E+07,1965-Mar-01,8flora
2.374987341563965E+08,1.405399076423782E+08,-2.811017103532854E+07,1965-Apr-01,8flora
2.012144058329649E+08,1.892855969080918E+08,-2.645237785799648E+07,1965-May-01,8flora
1.550006099590224E+08,2.314228470537138E+08,-2.359324763053553E+07,1965-Jun-01,8flora
1.038642765719186E+08,2.627068638137189E+08,-1.985446089719610E+07,1965-Jul-01,8flora
4.677746213826212E+07,2.842939201980658E+08,-1.518054000426808E+07,1965-Aug-01,8flora
-1.218203901667148E+07,2.947043844231288E+08,-9.907613390157551E+06,1965-Sep-01,8flora
-6.886780764363138E+07,2.944485367707864E+08,-4.453045860256284E+06,1965-Oct-01,8flora
-1.251385733133411E+08,2.842730117933000E+08,1.333741429867089E+06,1965-Nov-01,8flora
-1.758700064361398E+08,2.658429415892676E+08,6.898103601508826E+06,1965-Dec-01,8flora
-2.232438268382535E+08,2.391432014543628E+08,1.245020520147406E+07,1966-Jan-01,8flora
-2.646018498560917E+08,2.059577363319719E+08,1.766782431715974E+07,1966-Feb-01,8flora
-2.962788059178702E+08,1.714917365612959E+08,2.200363520791373E+07,1966-Mar-01,8flora
-3.247161663576152E+08,1.295119050121587E+08,2.631025941278801E+07,1966-Apr-01,8flora
-3.454254351407024E+08,8.613719664063674E+07,2.992701109566845E+07,1966-May-01,8flora
-3.597438493619022E+08,3.954390464661692E+07,3.305080111964437E+07,1966-Jun-01,8flora
-3.668142725787322E+08,-6.317340326579800E+06,3.545107835187656E+07,1966-Jul-01,8flora
-3.672660474740853E+08,-5.359364921664283E+07,3.726890443475998E+07,1966-Aug-01,8flora
-3.609837875512063E+08,-9.990020536092246E+07,3.840372758353326E+07,1966-Sep-01,8flora
-3.487699905879161E+08,-1.430353517100129E+08,3.885000517181113E+07,1966-Oct-01,8flora
-3.301475159346008E+08,-1.851484975737019E+08,3.864263651814080E+07,1966-Nov-01,8flora
-3.066843783979855E+08,-2.228707182625287E+08,3.780576270624252E+07,1966-Dec-01,8flora
-2.772442430414636E+08,-2.580744577914028E+08,3.630060228786845E+07,1967-Jan-01,8flora
-2.430068633860838E+08,-2.888220255694585E+08,3.416773825363131E+07,1967-Feb-01,8flora
-2.084082491812826E+08,-3.122694985057391E+08,3.172632475353344E+07,1967-Mar-01,8flora
-1.665851152720574E+08,-3.329215886952121E+08,2.848660406679422E+07,1967-Apr-01,8flora
-1.231970587028932E+08,-3.471111816206323E+08,2.485429660391612E+07,1967-May-01,8flora
-7.607281494324066E+07,-3.553005409770877E+08,2.063838071365066E+07,1967-Jun-01,8flora
-2.902667503684962E+07,-3.565412018372824E+08,1.616943214762144E+07,1967-Jul-01,8flora
2.016934422130467E+07,-3.505365057185846E+08,1.122253804268788E+07,1967-Aug-01,8flora
6.891858606686001E+07,-3.368233517771069E+08,6.029618243387595E+06,1967-Sep-01,8flora
1.145639562770312E+08,-3.160333599670833E+08,8.694277220975459E+05,1967-Oct-01,8flora
1.588792577338358E+08,-2.867484509457598E+08,-4.481367159357488E+06,1967-Nov-01,8flora
1.976770063331583E+08,-2.510226023714079E+08,-9.543816578339249E+06,1967-Dec-01,8flora
2.320618510707933E+08,-2.069117960389633E+08,-1.449671163140911E+07,1968-Jan-01,8flora
2.590964332233704E+08,-1.562746745484643E+08,-1.898839772508261E+07,1968-Feb-01,8flora
2.763812662008797E+08,-1.040554120208896E+08,-2.260329728027556E+07,1968-Mar-01,8flora
2.850159012556422E+08,-4.460489103423232E+07,-2.565844196857797E+07,1968-Apr-01,8flora
2.827403615302910E+08,1.458762753657803E+07,-2.765633746538581E+07,1968-May-01,8flora
2.688892495295534E+08,7.510318889714399E+07,-2.859221286273328E+07,1968-Jun-01,8flora
2.444739479571260E+08,1.305915059939303E+08,-2.832533316063400E+07,1968-Jul-01,8flora
2.087014107694322E+08,1.822370768729033E+08,-2.682382032384124E+07,1968-Aug-01,8flora
1.637547938695599E+08,2.258471764218931E+08,-2.414026099089258E+07,1968-Sep-01,8flora
1.135037277145429E+08,2.587619659283576E+08,-2.054663053145728E+07,1968-Oct-01,8flora
5.695048643678622E+07,2.821417006613376E+08,-1.599050220405303E+07,1968-Nov-01,8flora
5.143524517143914E+04,2.941316501495345E+08,-1.097446091822343E+07,1968-Dec-01,8flora
-5.872453572902811E+07,2.957643331312265E+08,-5.390088032669097E+06,1969-Jan-01,8flora
-1.154752866151218E+08,2.871734014903216E+08,3.828210841088295E+05,1969-Feb-01,8flora
-1.636038042201670E+08,2.714876028713627E+08,5.593387265322298E+06,1969-Mar-01,8flora
-2.122245093707672E+08,2.464701409194636E+08,1.120087520166557E+07,1969-Apr-01,8flora
-2.537319380759107E+08,2.157889418804112E+08,1.633731851806916E+07,1969-May-01,8flora
-2.902405800947815E+08,1.786685660928333E+08,2.123484518347181E+07,1969-Jun-01,8flora
-3.190002786923264E+08,1.386799851516576E+08,2.549546383923670E+07,1969-Jul-01,8flora
-3.417085137055837E+08,9.431839759448797E+07,2.933854625097587E+07,1969-Aug-01,8flora
-3.572235065566677E+08,4.796609811380640E+07,3.256510554498396E+07,1969-Sep-01,8flora
-3.654385197601928E+08,2.181851176529041E+06,3.506898111021851E+07,1969-Oct-01,8flora
-3.670454893184214E+08,-4.516391854579782E+07,3.699632461516823E+07,1969-Nov-01,8flora
-3.621490612312727E+08,-9.020081095915754E+07,3.821218595797426E+07,1969-Dec-01,8flora
-3.507004130720476E+08,-1.351413858322779E+08,3.879465974464837E+07,1970-Jan-01,8flora
-3.330927258575370E+08,-1.777109398528367E+08,3.869631407178527E+07,1970-Feb-01,8flora
-3.122156855310526E+08,-2.135338412164044E+08,3.803104174165260E+07,1970-Mar-01,8flora
-2.839926108316140E+08,-2.496719610149780E+08,3.667144469924863E+07,1970-Apr-01,8flora
-2.520031314802191E+08,-2.805437241105815E+08,3.475262609762044E+07,1970-May-01,8flora
-2.146282816986893E+08,-3.076232035487927E+08,3.217422702310380E+07,1970-Jun-01,8flora
-1.748240671646294E+08,-3.286328888227633E+08,2.913516068102416E+07,1970-Jul-01,8flora
-1.305692572510292E+08,-3.444500521958119E+08,2.547408525120978E+07,1970-Aug-01,8flora
-8.385709301159553E+07,-3.537815400449648E+08,2.133423852403103E+07,1970-Sep-01,8flora
-3.707701531768616E+07,-3.562059473926120E+08,1.692953944289677E+07,1970-Oct-01,8flora
1.200171307179287E+07,-3.514965786978352E+08,1.203720100880510E+07,1970-Nov-01,8flora
5.925859328895243E+07,-3.396587363147300E+08,7.053426127084911E+06,1970-Dec-01,8flora
1.067282467916327E+08,-3.196961825596152E+08,1.745484350232139E+06,1971-Jan-01,8flora
1.515515300371262E+08,-2.918129955168249E+08,-3.604216014759734E+06,1971-Feb-01,8flora
1.886004508530821E+08,-2.599275881819164E+08,-8.356404414591506E+06,1971-Mar-01,8flora
2.244327715733713E+08,-2.175609682996059E+08,-1.338344783315688E+07,1971-Apr-01,8flora
2.524999065613477E+08,-1.701325143667134E+08,-1.785347503166711E+07,1971-May-01,8flora
2.731719313028402E+08,-1.155368990103862E+08,-2.188076374138573E+07,1971-Jun-01,8flora
2.838007131598541E+08,-5.871467163657624E+07,-2.502618888116503E+07,1971-Jul-01,8flora
2.839995817561076E+08,2.207894896397704E+06,-2.732267607933362E+07,1971-Aug-01,8flora
2.725841676606832E+08,6.304243295470581E+07,-2.849990107832428E+07,1971-Sep-01,8flora
2.504433732293513E+08,1.193834976668465E+08,-2.847864513281930E+07,1971-Oct-01,8flora
2.167736156239532E+08,1.724390603395488E+08,-2.722691069548998E+07,1971-Nov-01,8flora
1.750587227485157E+08,2.165754010715686E+08,-2.486889511368366E+07,1971-Dec-01,8flora
1.244631219461963E+08,2.529017682103869E+08,-2.136586170988894E+07,1972-Jan-01,8flora
6.860273263539274E+07,2.785813314506984E+08,-1.695924780983797E+07,1972-Feb-01,8flora
1.378765134030375E+07,2.924933665340861E+08,-1.221341369881594E+07,1972-Mar-01,8flora
-4.528450658064499E+07,2.966592835368248E+08,-6.694595368695393E+06,1972-Apr-01,8flora
-1.009684056515328E+08,2.907274273870609E+08,-1.124129399187565E+06,1972-May-01,8flora
-1.552570390013729E+08,2.752527635409846E+08,4.668632601832315E+06,1972-Jun-01,8flora
-2.033528167666083E+08,2.523471653033020E+08,1.014391392247607E+07,1972-Jul-01,8flora
-2.474546219940280E+08,2.217458773479894E+08,1.552276279072811E+07,1972-Aug-01,8flora
-2.851530326884253E+08,1.853995149851774E+08,2.050085097135799E+07,1972-Sep-01,8flora
-3.151012924274794E+08,1.459597776182176E+08,2.484978393903817E+07,1972-Oct-01,8flora
-3.390477956593748E+08,1.019759163324358E+08,2.879162139823570E+07,1972-Nov-01,8flora
-3.553621990887054E+08,5.733804311059408E+07,3.202453296703596E+07,1972-Dec-01,8flora
-3.651666862516246E+08,1.008745037707474E+07,3.472937416342123E+07,1973-Jan-01,8flora
-3.679357531865837E+08,-3.735368325722199E+07,3.676524504116949E+07,1973-Feb-01,8flora
-3.645664609843363E+08,-7.962757607322294E+07,3.801844550319777E+07,1973-Mar-01,8flora
-3.545905232658237E+08,-1.250344409126781E+08,3.875356823306392E+07,1973-Apr-01,8flora
-3.389865502445484E+08,-1.668809242722133E+08,3.881493593760297E+07,1973-May-01,8flora
-3.170799701175076E+08,-2.072584254547577E+08,3.821569934920753E+07,1973-Jun-01,8flora
-2.906769193832703E+08,-2.429333104618677E+08,3.700879073364650E+07,1973-Jul-01,8flora
-2.584728858875239E+08,-2.756630692777356E+08,3.513435622084859E+07,1973-Aug-01,8flora
-2.217802283852173E+08,-3.035923290154682E+08,3.264928673523656E+07,1973-Sep-01,8flora
-1.825381860383316E+08,-3.255088772651328E+08,2.969473728047599E+07,1973-Oct-01,8flora
-1.387517073451134E+08,-3.423450329280925E+08,2.611368114519067E+07,1973-Nov-01,8flora
-9.390858277914308E+07,-3.525404979367603E+08,2.218315623652504E+07,1973-Dec-01,8flora
-4.579436674569605E+07,-3.563206032964404E+08,1.769865599060065E+07,1974-Jan-01,8flora
3.240199219162719E+06,-3.528276739961905E+08,1.285413316052495E+07,1974-Feb-01,8flora
4.748618173155446E+07,-3.431396953363931E+08,8.238664694485366E+06,1974-Mar-01,8flora
9.539031699733341E+07,-3.249612098129292E+08,2.954468613697261E+06,1974-Apr-01,8flora
1.395276029494163E+08,-2.998192550550457E+08,-2.227626493182674E+06,1974-May-01,8flora
1.815033432119305E+08,-2.661162348153811E+08,-7.521622076716721E+06,1974-Jun-01,8flora
