x,y,z,date,body
1.157840215157520E+08,2.249629145143510E+08,-1.218168996323049E+06,1961-Jan-01,itokawa
6.454616808896648E+07,2.386667094143435E+08,3.665206048300415E+05,1961-Feb-01,itokawa
1.467738935568753E+07,2.380591378492913E+08,1.778975082423970E+06,1961-Mar-01,itokawa
-4.133443443623860E+07,2.212851726335366E+08,3.215543870592892E+06,1961-Apr-01,itokawa
-9.212314988255852E+07,1.873514399294038E+08,4.343764784893319E+06,1961-May-01,itokawa
-1.346789339341765E+08,1.329818104895933E+08,5.047549490518942E+06,1961-Jun-01,itokawa
-1.575013966912423E+08,6.289182552018386E+07,5.043805976063944E+06,1961-Jul-01,itokawa
-1.505855679797798E+08,-2.047200716206519E+07,4.070855141147827E+06,1961-Aug-01,itokawa
-1.042617323693293E+08,-9.718261742669526E+07,2.039363955484085E+06,1961-Sep-01,itokawa
-2.867077573920723E+07,-1.423744016261207E+08,-5.306987451834828E+05,1961-Oct-01,itokawa
5.804000058383621E+07,-1.478922082844757E+08,-3.047336294858329E+06,1961-Nov-01,itokawa
1.302988657047330E+08,-1.205196312606288E+08,-4.846637606388777E+06,1961-Dec-01,itokawa
1.840467766276536E+08,-7.208411381581973E+07,-5.923333799038388E+06,1962-Jan-01,itokawa
2.155689891557528E+08,-1.442834233448355E+07,-6.282129554599659E+06,1962-Feb-01,itokawa
2.266287694161051E+08,3.921880231228825E+07,-6.096447829142492E+06,1962-Mar-01,itokawa
2.221373201844689E+08,9.576349486692110E+07,-5.441522294374283E+06,1962-Apr-01,itokawa
2.035274745567069E+08,1.445187875845944E+08,-4.457713867184497E+06,1962-May-01,itokawa
1.720250106139196E+08,1.862590923362548E+08,-3.172637188523158E+06,1962-Jun-01,itokawa
1.318974253329887E+08,2.163520050603178E+08,-1.750826193530023E+06,1962-Jul-01,itokawa
8.281784110990222E+07,2.349692409435825E+08,-1.813592903373390E+05,1962-Aug-01,itokawa
2.861587589013077E+07,2.390776160406278E+08,1.398596236700892E+06,1962-Sep-01,itokawa
-2.571177318105302E+07,2.274762283176148E+08,2.835758972704515E+06,1962-Oct-01,itokawa
-7.968814641048178E+07,1.976237151059451E+08,4.092924339309335E+06,1962-Nov-01,itokawa
-1.243022719299218E+08,1.501934573388634E+08,4.920116104953572E+06,1962-Dec-01,itokawa
-1.542029984111382E+08,8.239807502156951E+07,5.139250301593933E+06,1963-Jan-01,itokawa
-1.563364639996096E+08,6.631604583118013E+05,4.439020566614026E+06,1963-Feb-01,itokawa
-1.255182121139921E+08,-7.296895649327588E+07,2.877348473652430E+06,1963-Mar-01,itokawa
-5.625125581963744E+07,-1.322226218512767E+08,3.565058208013922E+05,1963-Apr-01,itokawa
2.763943598513747E+07,-1.511501405690075E+08,-2.204472280469984E+06,1963-May-01,itokawa
1.080214641404959E+08,-1.329995164596880E+08,-4.320241856798865E+06,1963-Jun-01,itokawa
1.673662234114297E+08,-9.141642895771006E+07,-5.619568180626534E+06,1963-Jul-01,itokawa
2.066256450165265E+08,-3.599583176560300E+07,-6.218856832180260E+06,1963-Aug-01,itokawa
2.248400767692513E+08,2.338303930397574E+07,-6.182875330049294E+06,1963-Sep-01,itokawa
2.249262017279400E+08,7.923910749770400E+07,-5.664269423798222E+06,1963-Oct-01,itokawa
2.095801881599765E+08,1.315958096877319E+08,-4.739435592271306E+06,1963-Nov-01,itokawa
1.822018793657933E+08,1.745242845999179E+08,-3.560333400273085E+06,1963-Dec-01,itokawa
1.433251961645938E+08,2.087672964148828E+08,-2.135188226420373E+06,1964-Jan-01,itokawa
9.605317575861438E+07,2.308310223056655E+08,-5.848101444462836E+05,1964-Feb-01,itokawa
4.648891877836220E+07,2.388119038794512E+08,8.994850297565907E+05,1964-Mar-01,itokawa
-9.374403693184087E+06,2.320470254896085E+08,2.425538517265126E+06,1964-Apr-01,itokawa
-6.273816369819366E+07,2.087406239964874E+08,3.726375816881940E+06,1964-May-01,itokawa
-1.120012320501609E+08,1.658088592165219E+08,4.727782664909832E+06,1964-Jun-01,itokawa
-1.468686308555345E+08,1.056646519659688E+08,5.159474418133549E+06,1964-Jul-01,itokawa
-1.593224306925985E+08,2.738949281431886E+07,4.784960870975193E+06,1964-Aug-01,itokawa
-1.362613072704894E+08,-5.605582825014903E+07,3.352462263155818E+06,1964-Sep-01,itokawa
-7.676561220650217E+07,-1.209527554272682E+08,1.056796241537184E+06,1964-Oct-01,itokawa
8.023698278554011E+06,-1.508740595057448E+08,-1.632166393209606E+06,1964-Nov-01,itokawa
8.902332291383132E+07,-1.412439278402158E+08,-3.844900796134263E+06,1964-Dec-01,itokawa
1.556215399193161E+08,-1.031100219678038E+08,-5.382571093429223E+06,1965-Jan-01,itokawa
1.999390562876127E+08,-4.964277768240342E+07,-6.143875730870023E+06,1965-Feb-01,itokawa
2.213813599012153E+08,3.678850758349597E+06,-6.256192306094052E+06,1965-Mar-01,itokawa
2.268426723993981E+08,6.238244722540110E+07,-5.863932086065710E+06,1965-Apr-01,itokawa
2.163819010337433E+08,1.149912116374841E+08,-5.075786491345964E+06,1965-May-01,itokawa
1.918808980919922E+08,1.620903281794242E+08,-3.939779603013858E+06,1965-Jun-01,itokawa
1.572169361369401E+08,1.984884589830843E+08,-2.614563593486816E+06,1965-Jul-01,itokawa
1.123981849574076E+08,2.246908346281448E+08,-1.095636790280163E+06,1965-Aug-01,itokawa
6.088336073326407E+07,2.374651179880762E+08,4.885242707355618E+05,1965-Sep-01,itokawa
7.312289300715469E+06,2.352977274136600E+08,1.991886879375041E+06,1965-Oct-01,itokawa
-4.844179096660087E+07,2.162253017241222E+08,3.399801421971262E+06,1965-Nov-01,itokawa
-9.830057680034044E+07,1.798918673643663E+08,4.479260520821743E+06,1965-Dec-01,itokawa
-1.388807375211928E+08,1.230357482330268E+08,5.103731829656363E+06,1966-Jan-01,itokawa
-1.586306501253356E+08,4.839337924784551E+07,4.970290037734982E+06,1966-Feb-01,itokawa
-1.486253064470547E+08,-2.734851870010152E+07,3.980620462575478E+06,1966-Mar-01,itokawa
-9.974068303319836E+07,-1.027821373856418E+08,1.888575681300409E+06,1966-Apr-01,itokawa
-2.276675186389092E+07,-1.454760267049401E+08,-6.970272502697110E+05,1966-May-01,itokawa
6.375123387120721E+07,-1.483945005167506E+08,-3.183473423870161E+06,1966-Jun-01,itokawa
1.349052566897465E+08,-1.193032148125667E+08,-4.935013799090400E+06,1966-Jul-01,itokawa
1.872579557750566E+08,-6.992282739729656E+07,-5.963073976410210E+06,1966-Aug-01,itokawa
2.174484255436959E+08,-1.191843092837709E+07,-6.280769984408680E+06,1966-Sep-01,itokawa
2.275868450525345E+08,4.547249618031188E+07,-6.034139871302521E+06,1966-Oct-01,itokawa
2.210508223862314E+08,1.014106074396919E+08,-5.327008573542085E+06,1966-Nov-01,itokawa
2.007837819034558E+08,1.492235652507858E+08,-4.305237626432844E+06,1966-Dec-01,itokawa
1.678805502659138E+08,1.897028554865621E+08,-2.992574071388587E+06,1967-Jan-01,itokawa
1.251875409830937E+08,2.190901089144223E+08,-1.504960906065613E+06,1967-Feb-01,itokawa
8.023118964932460E+07,2.345435220623348E+08,-8.285127945584059E+04,1967-Mar-01,itokawa
2.585019217486187E+07,2.376762383094950E+08,1.492386462873295E+06,1967-Apr-01,itokawa
-2.842195668284247E+07,2.250192547864241E+08,2.917396432943270E+06,1967-May-01,itokawa
-8.201934841177855E+07,1.939764999884909E+08,4.151908450665131E+06,1967-Jun-01,itokawa
-1.258238845876981E+08,1.453585941662498E+08,4.944263590983756E+06,1967-Jul-01,itokawa
-1.542432626196786E+08,7.648998425700429E+07,5.110568968506370E+06,1967-Aug-01,itokawa
-1.541209335790091E+08,-5.691410966026550E+06,4.341465195776418E+06,1967-Sep-01,itokawa
-1.172820289437048E+08,-8.323835735422619E+07,2.571780544051565E+06,1967-Oct-01,itokawa
-4.429986445657957E+07,-1.378440647198226E+08,-1.162878409323841E+04,1967-Nov-01,itokawa
3.998422308675603E+07,-1.514287001617943E+08,-2.534161041807503E+06,1967-Dec-01,itokawa
1.183598694977809E+08,-1.291464386588019E+08,-4.554603544070818E+06,1968-Jan-01,itokawa
1.764701662767170E+08,-8.359480916415074E+07,-5.782198625767861E+06,1968-Feb-01,itokawa
2.105307652639318E+08,-3.076169603661379E+07,-6.258311753698403E+06,1968-Mar-01,itokawa
2.268298092509860E+08,2.873782064072520E+07,-6.167438391402485E+06,1968-Apr-01,itokawa
2.253114853329203E+08,8.428649910789689E+07,-5.606897480092779E+06,1968-May-01,itokawa
2.085566920588712E+08,1.360176352708622E+08,-4.648824858218022E+06,1968-Jun-01,itokawa
1.800410885356355E+08,1.781109665131821E+08,-3.446235613436989E+06,1968-Jul-01,itokawa
1.402155674317966E+08,2.112891433705253E+08,-2.005226469593346E+06,1968-Aug-01,itokawa
9.223397333709988E+07,2.320966527749875E+08,-4.476395025196075E+05,1968-Sep-01,itokawa
4.046976658107657E+07,2.387185197757538E+08,1.085300440746158E+06,1968-Oct-01,itokawa
-1.554190806495327E+07,2.297807487557168E+08,2.593990350968197E+06,1968-Nov-01,itokawa
-6.847592825449030E+07,2.041446614716925E+08,3.859609450013012E+06,1968-Dec-01,itokawa
-1.164475301346931E+08,1.586582378164968E+08,4.799193837498300E+06,1969-Jan-01,itokawa
-1.496216203174354E+08,9.380864241012478E+07,5.137701126607161E+06,1969-Feb-01,itokawa
-1.577367152069587E+08,2.182880896246941E+07,4.697379788668209E+06,1969-Mar-01,itokawa
-1.319774223711552E+08,-6.118865658453617E+07,3.190970337631721E+06,1969-Apr-01,itokawa
-7.027314570308524E+07,-1.240485514893223E+08,8.505067905658111E+05,1969-May-01,itokawa
1.516899766942606E+07,-1.510124373590984E+08,-1.830068521378823E+06,1969-Jun-01,itokawa
9.535346137826268E+07,-1.390021711878156E+08,-3.997792129495926E+06,1969-Jul-01,itokawa
1.604725450832118E+08,-9.935770964074194E+07,-5.479600015040062E+06,1969-Aug-01,itokawa
2.032230585858156E+08,-4.516141343986076E+07,-6.189832905013222E+06,1969-Sep-01,itokawa
2.241678838859696E+08,1.221264086152215E+07,-6.250529101303481E+06,1969-Oct-01,itokawa
2.271994608530749E+08,7.060792263630356E+07,-5.792490639313702E+06,1969-Nov-01,itokawa
2.147196240307465E+08,1.224672037692163E+08,-4.954465966973759E+06,1969-Dec-01,itokawa
1.884548248244142E+08,1.684387586371394E+08,-3.779515441003792E+06,1970-Jan-01,itokawa
1.510266572172144E+08,2.044442680254421E+08,-2.380182875607654E+06,1970-Feb-01,itokawa
1.096126567383335E+08,2.267765721115212E+08,-9.950300429206789E+05,1970-Mar-01,itokawa
5.764728324837089E+07,2.385182600840624E+08,5.912542671933919E+05,1970-Apr-01,itokawa
3.862802831822270E+06,2.351991111635619E+08,2.088863276914731E+06,1970-May-01,itokawa
-5.180146433603464E+07,2.147813680605144E+08,3.480841004836619E+06,1970-Jun-01,itokawa
-1.011472227218669E+08,1.770261628620803E+08,4.531641424425185E+06,1970-Jul-01,itokawa
-1.405533154764334E+08,1.186964715511786E+08,5.107907789622255E+06,1970-Aug-01,itokawa
-1.582301742073440E+08,4.292799066360977E+07,4.903616351660816E+06,1970-Sep-01,itokawa
-1.434224817016538E+08,-3.822868122796939E+07,3.725301849666763E+06,1970-Oct-01,itokawa
-8.910892143982807E+07,-1.104193197599867E+08,1.507132143413417E+06,1970-Nov-01,itokawa
-9.618572943901280E+06,-1.473606361085713E+08,-1.098271678542823E+06,1970-Dec-01,itokawa
7.592001938044809E+07,-1.446250123701567E+08,-3.505671441218451E+06,1971-Jan-01,itokawa
1.462037317083098E+08,-1.105041020547152E+08,-5.186566334062576E+06,1971-Feb-01,itokawa
1.908023491747168E+08,-6.430423948313124E+07,-6.024351598463207E+06,1971-Mar-01,itokawa
2.192069683043424E+08,-5.931415812528711E+06,-6.288129811273115E+06,1971-Apr-01,itokawa
2.278071131917554E+08,5.136419454077772E+07,-5.998744730269872E+06,1971-May-01,itokawa
2.198913326142422E+08,1.068847808551647E+08,-5.256248223014474E+06,1971-Jun-01,itokawa
1.984826489429605E+08,1.540643179695599E+08,-4.207817416845433E+06,1971-Jul-01,itokawa
1.645910541455044E+08,1.936955557898960E+08,-2.874803838191137E+06,1971-Aug-01,itokawa
1.211059987355753E+08,2.220577711653177E+08,-1.374060589661002E+06,1971-Sep-01,itokawa
7.219688122647530E+07,2.370188468961370E+08,1.559749614251256E+05,1971-Oct-01,itokawa
1.727216306549171E+07,2.377779681075104E+08,1.724637663018748E+06,1971-Nov-01,itokawa
-3.698142328309563E+07,2.225430991471596E+08,3.125088897459626E+06,1971-Dec-01,itokawa
-8.977808438943821E+07,1.885838719198016E+08,4.309505552317530E+06,1972-Jan-01,itokawa
-1.328695947500472E+08,1.350235845478851E+08,5.035154131441563E+06,1972-Feb-01,itokawa
-1.562244858434672E+08,6.813673259144750E+07,5.075168873302087E+06,1972-Mar-01,itokawa
-1.518907285641923E+08,-1.485018309077590E+07,4.176895734614791E+06,1972-Apr-01,itokawa
-1.103819351907079E+08,-9.066023561426835E+07,2.286001180771053E+06,1972-May-01,itokawa
-3.432751921450897E+07,-1.407533900321282E+08,-3.525260297112167E+05,1972-Jun-01,itokawa
4.987803051542471E+07,-1.495079665031365E+08,-2.834477940359101E+06,1972-Jul-01,itokawa
1.261079644577677E+08,-1.237046365567060E+08,-4.762886183589034E+06,1972-Aug-01,itokawa
1.814514812981711E+08,-7.631479927666202E+07,-5.892317981788293E+06,1972-Sep-01,itokawa
2.137672793244763E+08,-2.094337578697585E+07,-6.290345073968449E+06,1972-Oct-01,itokawa
2.270806539242926E+08,3.845673555149817E+07,-6.109051603049774E+06,1972-Nov-01,itokawa
2.230853413045737E+08,9.329707423737431E+07,-5.477760262862694E+06,1972-Dec-01,itokawa
2.041675583357542E+08,1.438556152758667E+08,-4.461829924760446E+06,1973-Jan-01,itokawa
1.727248825170382E+08,1.856743220387307E+08,-3.171626996188156E+06,1973-Feb-01,itokawa
1.355556897655355E+08,2.141906787188211E+08,-1.843848418498516E+06,1973-Mar-01,itokawa
8.691260435941415E+07,2.337712074803156E+08,-2.735923697822094E+05,1973-Apr-01,itokawa
3.473347760660841E+07,2.390357136892811E+08,1.262275047298923E+06,1973-May-01,itokawa
-2.140755921461301E+07,2.285079585061274E+08,2.761949251501605E+06,1973-Jun-01,itokawa
-7.406079744697873E+07,2.011541740133159E+08,4.003489300715134E+06,1973-Jul-01,itokawa
-1.211197527978995E+08,1.537687594549488E+08,4.896645849626079E+06,1973-Aug-01,itokawa
-1.524480968749242E+08,8.712927107084478E+07,5.160052996865056E+06,1973-Sep-01,itokawa
-1.571735946975499E+08,8.688078299798572E+06,4.554383001577460E+06,1973-Oct-01,itokawa
-1.249944376024085E+08,-7.314507855972403E+07,2.865601104962129E+06,1973-Nov-01,itokawa
-5.835575162245495E+07,-1.310319055432113E+08,4.213706869781166E+05,1973-Dec-01,itokawa
2.817092498569481E+07,-1.512223819059260E+08,-2.233495628338836E+06,1974-Jan-01,itokawa
